Name,Light Years from Earth,Planet Mass,Stellar Magnitude,Discovery Date 
Kepler-1486 b,4779,5.99 Earths,15.294,2016
Kepler-1487 b,3569,5.18 Earths,13.451,2016
Kepler-1488 b,2016,4.12 Earths,13.077,2016
Kepler-1489 b,2838,3.78 Earths,14.808,2016
Kepler-148 b,2640,3.89 Earths,15.336,2014
Kepler-148 c,2640,12.6 Earths,15.336,2014
Kepler-148 d,2640,0.177 Jupiters,15.336,2016
Kepler-1483 b,4329,2.92 Earths,14.423,2016
Kepler-1484 b,3572,5.1 Earths,15.247,2016
Kepler-1485 b,1794,2.76 Earths,13.18,2016
Kepler-1486 b,4779,5.99 Earths,15.294,2016
Kepler-1487 b,3569,5.18 Earths,13.451,2016
Kepler-1488 b,2016,4.12 Earths,13.077,2016
Kepler-1489 b,2838,3.78 Earths,14.808,2016
Kepler-148 b,2640,3.89 Earths,15.336,2014
Kepler-148 c,2640,12.6 Earths,15.336,2014
Kepler-148 d,2640,0.177 Jupiters,15.336,2016
Kepler-1490 b,3158,9.48 Earths,15.418,2016
Kepler-1491 b,4280,2.89 Earths,15.57,2016
Kepler-1492 b,1210,2.83 Earths,14.496,2016
Kepler-1493 b,1866,2.57 Earths,13.861,2016
Kepler-1494 b,3454,9.64 Earths,15.217,2016
Kepler-1495 b,4263,8.96 Earths,15.625,2016
Kepler-1496 b,4218,5.56 Earths,14.682,2016
Kepler-1497 b,3660,3.39 Earths,15.376,2016
Kepler-1498 b,2414,2.33 Earths,15.1,2016
Kepler-1499 b,1011,1.81 Earths,13.516,2016
Kepler-1506 b,4299,2.3 Earths,15.624,2016
Kepler-1507 b,1116,0.52 Earths,13.104,2016
Kepler-1508 b,2910,2.33 Earths,14.347,2016
Kepler-1509 b,4166,4.08 Earths,15.332,2016
Kepler-150 b,2983,2.1 Earths,14.974,2014
Kepler-150 c,2983,13.2 Earths,14.974,2014
Kepler-150 d,2983,8.2 Earths,14.974,2014
Kepler-150 e,2983,9.91 Earths,14.974,2014
Kepler-150 f,2983,12.9 Earths,14.974,2017
Kepler-1510 b,5268,11.2 Earths,15.142,2016
Kepler-1511 b,2926,3.46 Earths,13.502,2016
Kepler-1512 b,528,1.76 Earths,13.263,2016
Kepler-1513 b,1253,0.17 Jupiters,12.956,2016
Kepler-1514 b,1270,5.28 Jupiters,11.829,2016
Kepler-1514 c,1270,1.74 Earths,11.829,2020
Kepler-1515 b,1644,0.208 Jupiters,11.998,2016
Kepler-1516 b,2844,3.71 Earths,14.447,2016
Kepler-1517 b,2835,0.216 Jupiters,12.174,2016
Kepler-1518 b,3719,9.53 Earths,13.28,2016
Kepler-1519 b,2799,39.6 Earths,14.803,2016
Kepler-1511 b,2926,3.46 Earths,13.502,2016
Kepler-1512 b,528,1.76 Earths,13.263,2016
Kepler-1513 b,1253,0.17 Jupiters,12.956,2016
Kepler-1514 b,1270,5.28 Jupiters,11.829,2016
Kepler-1514 c,1270,1.74 Earths,11.829,2020
Kepler-1515 b,1644,0.208 Jupiters,11.998,2016
Kepler-1516 b,2844,3.71 Earths,14.447,2016
Kepler-1517 b,2835,0.216 Jupiters,12.174,2016
Kepler-1518 b,3719,9.53 Earths,13.28,2016
Kepler-1519 b,2799,39.6 Earths,14.803,2016
Kepler-1511 b,2926,3.46 Earths,13.502,2016
Kepler-1512 b,528,1.76 Earths,13.263,2016
Kepler-1513 b,1253,0.17 Jupiters,12.956,2016
Kepler-1514 b,1270,5.28 Jupiters,11.829,2016
Kepler-1514 c,1270,1.74 Earths,11.829,2020
Kepler-1515 b,1644,0.208 Jupiters,11.998,2016
Kepler-1516 b,2844,3.71 Earths,14.447,2016
Kepler-1517 b,2835,0.216 Jupiters,12.174,2016
Kepler-1518 b,3719,9.53 Earths,13.28,2016
Kepler-1519 b,2799,39.6 Earths,14.803,2016
Kepler-151 b,2160,9.59 Earths,14.719,2014
Kepler-151 c,2160,5.02 Earths,14.719,2014
Kepler-1520 b,2075,28.1 Earths,15.693,2016
Kepler-1521 b,740,6.8 Earths,12.848,2016
Kepler-1522 b,2251,3.64 Earths,14.196,2016
Kepler-1523 b,2995,3.12 Earths,14.837,2016
Kepler-1524 b,1651,12.3 Earths,12.7,2016
Kepler-1525 b,1292,0.693 Earths,12.692,2016
Kepler-1526 b,1879,6.48 Earths,15.655,2016
Kepler-1527 b,5089,20.4 Earths,15.078,2016
Kepler-1528 b,2988,2.73 Earths,14.476,2016
Kepler-1529 b,2228,5.06 Earths,15.388,2016
Kepler-152 b,1457,8.2 Earths,14.244,2014
Kepler-152 c,1457,6.3 Earths,14.244,2014
Kepler-1530 b,1801,3.33 Earths,14.005,2016
Kepler-1530 c,1801,3.36 Earths,14.005,2016
Kepler-1531 b,2186,1.41 Earths,13.171,2016
Kepler-1532 b,2688,2.39 Earths,14.803,2016
Kepler-1533 b,2779,11.8 Earths,13.168,2016
Kepler-1534 b,3611,4.23 Earths,16.235,2016
Kepler-1535 b,2867,7.04 Earths,14.18,2016
Kepler-1536 b,1308,10 Earths,15.141,2016
Kepler-1537 b,1641,1.76 Earths,14.546,2016
Kepler-1538 b,4211,8.35 Earths,15.228,2016
Kepler-1539 b,2570,7.75 Earths,15.309,2016
Kepler-153 b,1519,8.85 Earths,14.249,2014
Kepler-153 c,1519,6.94 Earths,14.249,2014
Kepler-1540 b,855,6.76 Earths,14.083,2016
Kepler-1541 b,1350,1.65 Earths,13.791,2016
Kepler-1542 b,1096,0.363 Earths,12.588,2016
Kepler-1535 b,2867,7.04 Earths,14.18,2016
Kepler-1536 b,1308,10 Earths,15.141,2016
Kepler-1537 b,1641,1.76 Earths,14.546,2016
Kepler-1538 b,4211,8.35 Earths,15.228,2016
Kepler-1539 b,2570,7.75 Earths,15.309,2016
Kepler-153 b,1519,8.85 Earths,14.249,2014
Kepler-153 c,1519,6.94 Earths,14.249,2014
Kepler-1540 b,855,6.76 Earths,14.083,2016
Kepler-1541 b,1350,1.65 Earths,13.791,2016
Kepler-1542 b,1096,0.363 Earths,12.588,2016
Kepler-1535 b,2867,7.04 Earths,14.18,2016
Kepler-1536 b,1308,10 Earths,15.141,2016
Kepler-1537 b,1641,1.76 Earths,14.546,2016
Kepler-1538 b,4211,8.35 Earths,15.228,2016
Kepler-1539 b,2570,7.75 Earths,15.309,2016
Kepler-153 b,1519,8.85 Earths,14.249,2014
Kepler-153 c,1519,6.94 Earths,14.249,2014
Kepler-1540 b,855,6.76 Earths,14.083,2016
Kepler-1541 b,1350,1.65 Earths,13.791,2016
Kepler-1542 b,1096,0.363 Earths,12.588,2016
Kepler-1535 b,2867,7.04 Earths,14.18,2016
Kepler-1536 b,1308,10 Earths,15.141,2016
Kepler-1537 b,1641,1.76 Earths,14.546,2016
Kepler-1538 b,4211,8.35 Earths,15.228,2016
Kepler-1539 b,2570,7.75 Earths,15.309,2016
Kepler-153 b,1519,8.85 Earths,14.249,2014
Kepler-153 c,1519,6.94 Earths,14.249,2014
Kepler-1540 b,855,6.76 Earths,14.083,2016
Kepler-1541 b,1350,1.65 Earths,13.791,2016
Kepler-1542 b,1096,0.363 Earths,12.588,2016
Kepler-1535 b,2867,7.04 Earths,14.18,2016
Kepler-1536 b,1308,10 Earths,15.141,2016
Kepler-1537 b,1641,1.76 Earths,14.546,2016
Kepler-1538 b,4211,8.35 Earths,15.228,2016
Kepler-1539 b,2570,7.75 Earths,15.309,2016
Kepler-153 b,1519,8.85 Earths,14.249,2014
Kepler-153 c,1519,6.94 Earths,14.249,2014
Kepler-1540 b,855,6.76 Earths,14.083,2016
Kepler-1541 b,1350,1.65 Earths,13.791,2016
Kepler-1542 b,1096,0.363 Earths,12.588,2016
Kepler-1542 c,1096,0.208 Earths,12.588,2016
Kepler-1542 d,1096,0.59 Earths,12.588,2016
Kepler-1542 e,1096,0.363 Earths,12.588,2016
Kepler-1543 b,3634,7.8 Earths,13.419,2016
Kepler-1544 b,1138,3.82 Earths,14.039,2016
Kepler-1545 b,2244,7.75 Earths,15.033,2016
Kepler-1546 b,3242,9.96 Earths,15.368,2016
Kepler-1547 b,2169,0.666 Earths,13.408,2016
Kepler-1548 b,3751,7.46 Earths,15.245,2016
Kepler-1549 b,2584,7.13 Earths,15.152,2016
Kepler-1555 b,4508,3.22 Earths,15.326,2016
Kepler-1556 b,3458,4.5 Earths,15.298,2016
Kepler-1557 b,4997,2.96 Earths,15.299,2016
Kepler-1558 b,1119,0.244 Earths,13.6,2016
Kepler-1559 b,1892,0.299 Earths,14.488,2016
Kepler-155 b,966,5.02 Earths,14.24,2014
Kepler-155 c,966,5.65 Earths,14.24,2014
Kepler-1560 b,1726,0.64 Earths,13.385,2016
Kepler-1561 b,3239,1.32 Earths,14.648,2016
Kepler-1562 b,4290,12.3 Earths,15.273,2016
Kepler-1563 b,1784,0.347 Earths,13.568,2016
Kepler-1564 b,2844,2.76 Earths,14.953,2016
Kepler-1565 b,2143,1.81 Earths,15.432,2016
Kepler-1566 b,1667,0.418 Earths,14.312,2016
Kepler-1567 b,3999,7.9 Earths,15.632,2016
Kepler-1568 b,2880,2.24 Earths,13.945,2016
Kepler-1569 b,3425,3.46 Earths,13.932,2016
Kepler-156 b,1465,5.9 Earths,14.156,2014
Kepler-156 c,1465,7.04 Earths,14.156,2014
Kepler-1570 b,1510,1.24 Earths,13.97,2016
Kepler-1571 b,2616,2.92 Earths,13.77,2016
Kepler-1572 b,1957,0.779 Earths,13.718,2016
Kepler-1573 b,3849,1.87 Earths,15.169,2016
Kepler-1574 b,4159,2.21 Earths,15.094,2016
Kepler-1575 b,3817,2.27 Earths,15.418,2016
Kepler-1576 b,1758,1.12 Earths,13.335,2016
Kepler-1577 b,1771,1.51 Earths,15.057,2016
Kepler-1578 b,3314,1.12 Earths,15.328,2016
Kepler-1579 b,1520,0.52 Earths,15.248,2016
Kepler-157 b,2581,2.3 Earths,14.037,2014
Kepler-1571 b,2616,2.92 Earths,13.77,2016
Kepler-1572 b,1957,0.779 Earths,13.718,2016
Kepler-1573 b,3849,1.87 Earths,15.169,2016
Kepler-1574 b,4159,2.21 Earths,15.094,2016
Kepler-1575 b,3817,2.27 Earths,15.418,2016
Kepler-1576 b,1758,1.12 Earths,13.335,2016
Kepler-1577 b,1771,1.51 Earths,15.057,2016
Kepler-1578 b,3314,1.12 Earths,15.328,2016
Kepler-1579 b,1520,0.52 Earths,15.248,2016
Kepler-157 b,2581,2.3 Earths,14.037,2014
Kepler-1571 b,2616,2.92 Earths,13.77,2016
Kepler-1572 b,1957,0.779 Earths,13.718,2016
Kepler-1573 b,3849,1.87 Earths,15.169,2016
Kepler-1574 b,4159,2.21 Earths,15.094,2016
Kepler-1575 b,3817,2.27 Earths,15.418,2016
Kepler-1576 b,1758,1.12 Earths,13.335,2016
Kepler-1577 b,1771,1.51 Earths,15.057,2016
Kepler-1578 b,3314,1.12 Earths,15.328,2016
Kepler-1579 b,1520,0.52 Earths,15.248,2016
Kepler-157 b,2581,2.3 Earths,14.037,2014
Kepler-1571 b,2616,2.92 Earths,13.77,2016
Kepler-1572 b,1957,0.779 Earths,13.718,2016
Kepler-1573 b,3849,1.87 Earths,15.169,2016
Kepler-1574 b,4159,2.21 Earths,15.094,2016
Kepler-1575 b,3817,2.27 Earths,15.418,2016
Kepler-1576 b,1758,1.12 Earths,13.335,2016
Kepler-1577 b,1771,1.51 Earths,15.057,2016
Kepler-1578 b,3314,1.12 Earths,15.328,2016
Kepler-1579 b,1520,0.52 Earths,15.248,2016
Kepler-157 b,2581,2.3 Earths,14.037,2014
Kepler-1571 b,2616,2.92 Earths,13.77,2016
Kepler-1572 b,1957,0.779 Earths,13.718,2016
Kepler-1573 b,3849,1.87 Earths,15.169,2016
Kepler-1574 b,4159,2.21 Earths,15.094,2016
Kepler-1575 b,3817,2.27 Earths,15.418,2016
Kepler-1576 b,1758,1.12 Earths,13.335,2016
Kepler-1577 b,1771,1.51 Earths,15.057,2016
Kepler-1578 b,3314,1.12 Earths,15.328,2016
Kepler-1579 b,1520,0.52 Earths,15.248,2016
Kepler-157 b,2581,2.3 Earths,14.037,2014
Kepler-157 c,2581,5.65 Earths,14.037,2014
Kepler-157 d,2581,2.73 Earths,14.037,2016
Kepler-1580 b,2844,5.1 Earths,12.576,2016
Kepler-1581 b,1445,0.437 Earths,12.353,2016
Kepler-1582 b,365,2.83 Earths,16.414,2016
Kepler-1583 b,1165,0.156 Earths,12.841,2016
Kepler-1584 b,4322,3.22 Earths,14.884,2016
Kepler-1585 b,4139,3.86 Earths,15.977,2016
Kepler-1586 b,2818,2.92 Earths,13.056,2016
Kepler-1587 b,2959,2.33 Earths,14.032,2016
Kepler-157 c,2581,5.65 Earths,14.037,2014
Kepler-157 d,2581,2.73 Earths,14.037,2016
Kepler-1580 b,2844,5.1 Earths,12.576,2016
Kepler-1581 b,1445,0.437 Earths,12.353,2016
Kepler-1582 b,365,2.83 Earths,16.414,2016
Kepler-1583 b,1165,0.156 Earths,12.841,2016
Kepler-1584 b,4322,3.22 Earths,14.884,2016
Kepler-1585 b,4139,3.86 Earths,15.977,2016
Kepler-1586 b,2818,2.92 Earths,13.056,2016
Kepler-1587 b,2959,2.33 Earths,14.032,2016
Kepler-1588 b,2146,0.363 Earths,13.821,2016
Kepler-1589 b,4626,1.32 Earths,14.965,2016
Kepler-158 b,1038,5.14 Earths,14.417,2014
Kepler-158 c,1038,4.27 Earths,14.417,2014
Kepler-1590 b,2936,1.55 Earths,14.077,2016
Kepler-1591 b,3556,2.15 Earths,14.658,2016
Kepler-1592 b,4400,2.99 Earths,14.786,2016
Kepler-1593 b,2463,10.2 Earths,15.884,2016
Kepler-1594 b,3588,1.2 Earths,14.741,2016
Kepler-1595 b,2743,2.04 Earths,15.401,2016
Kepler-1596 b,3803,4.27 Earths,15.366,2016
Kepler-1597 b,4094,1.2 Earths,14.115,2016
Kepler-1598 b,2394,0.809 Earths,13.814,2016
Kepler-1599 b,3275,3.26 Earths,14.902,2016
Kepler-159 b,1232,6.26 Earths,14.888,2014
Kepler-159 c,1232,11.5 Earths,14.888,2014
Kepler-15 b,2464,0.66 Jupiters,13.714,2011
Kepler-1600 b,3236,9.96 Earths,15.814,2016
Kepler-1601 b,2153,0.477 Earths,13.678,2016
Kepler-1602 b,2659,2.36 Earths,13.301,2016
Kepler-161 b,1436,12.1 Earths,14.192,2014
Kepler-161 c,1436,11.8 Earths,14.192,2014
Kepler-1620 b,2522,3.22 Earths,13.623,2016
Kepler-1621 b,4766,5.31 Earths,15.011,2016
Kepler-1622 b,3024,2.76 Earths,13.344,2016
Kepler-1623 b,3216,2.27 Earths,14.924,2016
Kepler-1624 b,649,27.6 Earths,15.668,2016
Kepler-1625 b,3957,30.6 Earths,15.763,2016
Kepler-1626 b,5604,4.74 Earths,14.224,2016
Kepler-1627 b,1014,13.2 Earths,13.049,2016
Kepler-161 b,1436,12.1 Earths,14.192,2014
Kepler-161 c,1436,11.8 Earths,14.192,2014
Kepler-1620 b,2522,3.22 Earths,13.623,2016
Kepler-1621 b,4766,5.31 Earths,15.011,2016
Kepler-1622 b,3024,2.76 Earths,13.344,2016
Kepler-1623 b,3216,2.27 Earths,14.924,2016
Kepler-1624 b,649,27.6 Earths,15.668,2016
Kepler-1625 b,3957,30.6 Earths,15.763,2016
Kepler-1626 b,5604,4.74 Earths,14.224,2016
Kepler-1627 b,1014,13.2 Earths,13.049,2016
Kepler-161 b,1436,12.1 Earths,14.192,2014
Kepler-161 c,1436,11.8 Earths,14.192,2014
Kepler-1620 b,2522,3.22 Earths,13.623,2016
Kepler-1621 b,4766,5.31 Earths,15.011,2016
Kepler-1622 b,3024,2.76 Earths,13.344,2016
Kepler-1623 b,3216,2.27 Earths,14.924,2016
Kepler-1624 b,649,27.6 Earths,15.668,2016
Kepler-1625 b,3957,30.6 Earths,15.763,2016
Kepler-1626 b,5604,4.74 Earths,14.224,2016
Kepler-1627 b,1014,13.2 Earths,13.049,2016
Kepler-161 b,1436,12.1 Earths,14.192,2014
Kepler-161 c,1436,11.8 Earths,14.192,2014
Kepler-1620 b,2522,3.22 Earths,13.623,2016
Kepler-1621 b,4766,5.31 Earths,15.011,2016
Kepler-1622 b,3024,2.76 Earths,13.344,2016
Kepler-1623 b,3216,2.27 Earths,14.924,2016
Kepler-1624 b,649,27.6 Earths,15.668,2016
Kepler-1625 b,3957,30.6 Earths,15.763,2016
Kepler-1626 b,5604,4.74 Earths,14.224,2016
Kepler-1627 b,1014,13.2 Earths,13.049,2016
Kepler-161 b,1436,12.1 Earths,14.192,2014
Kepler-161 c,1436,11.8 Earths,14.192,2014
Kepler-1620 b,2522,3.22 Earths,13.623,2016
Kepler-1621 b,4766,5.31 Earths,15.011,2016
Kepler-1622 b,3024,2.76 Earths,13.344,2016
Kepler-1623 b,3216,2.27 Earths,14.924,2016
Kepler-1624 b,649,27.6 Earths,15.668,2016
Kepler-1625 b,3957,30.6 Earths,15.763,2016
Kepler-1626 b,5604,4.74 Earths,14.224,2016
Kepler-1627 b,1014,13.2 Earths,13.049,2016
Kepler-161 b,1436,12.1 Earths,14.192,2014
Kepler-161 c,1436,11.8 Earths,14.192,2014
Kepler-1620 b,2522,3.22 Earths,13.623,2016
Kepler-1621 b,4766,5.31 Earths,15.011,2016
Kepler-1622 b,3024,2.76 Earths,13.344,2016
Kepler-1623 b,3216,2.27 Earths,14.924,2016
Kepler-1624 b,649,27.6 Earths,15.668,2016
Kepler-1625 b,3957,30.6 Earths,15.763,2016
Kepler-1626 b,5604,4.74 Earths,14.224,2016
Kepler-1627 b,1014,13.2 Earths,13.049,2016
Kepler-161 b,1436,12.1 Earths,14.192,2014
Kepler-161 c,1436,11.8 Earths,14.192,2014
Kepler-1620 b,2522,3.22 Earths,13.623,2016
Kepler-1621 b,4766,5.31 Earths,15.011,2016
Kepler-1622 b,3024,2.76 Earths,13.344,2016
Kepler-1623 b,3216,2.27 Earths,14.924,2016
Kepler-1624 b,649,27.6 Earths,15.668,2016
Kepler-1625 b,3957,30.6 Earths,15.763,2016
Kepler-1626 b,5604,4.74 Earths,14.224,2016
Kepler-1627 b,1014,13.2 Earths,13.049,2016
Kepler-165 c,1860,5.6 Earths,14.794,2014
Kepler-1661 b,1355,17 Earths,14.193,2020
Kepler-1663 b,1113,10.9 Earths,15.616,2020
Kepler-1664 b,,9.45 Earths,13.531,2020
Kepler-1665 b,1105,8.44 Earths,13.591,2020
Kepler-1666 b,4679,8.66 Earths,15.015,2020
Kepler-1666 c,4679,10.5 Earths,15.015,2020
Kepler-1667 b,2082,9.19 Earths,13.446,2020
Kepler-1668 b,4522,17.4 Earths,15.677,2020
Kepler-1669 b,1800,8.15 Earths,15.909,2020
Kepler-1677 b,2451,7.76 Earths,13.644,2020
Kepler-1678 b,2831,10.9 Earths,14.907,2020
Kepler-1679 b,3042,4.93 Earths,15.114,2020
Kepler-167 b,1076,3.24 Earths,14,2014
Kepler-167 c,1076,3.01 Earths,14,2014
Kepler-167 d,1076,1.83 Earths,14,2016
Kepler-167 e,1076,0.231 Jupiters,14,2016
Kepler-1680 b,1021,2.42 Earths,13.693,2020
Kepler-1681 b,2128,7.05 Earths,14.557,2020
Kepler-1682 b,3907,8.7 Earths,15.678,2020
Kepler-1677 b,2451,7.76 Earths,13.644,2020
Kepler-1678 b,2831,10.9 Earths,14.907,2020
Kepler-1679 b,3042,4.93 Earths,15.114,2020
Kepler-167 b,1076,3.24 Earths,14,2014
Kepler-167 c,1076,3.01 Earths,14,2014
Kepler-167 d,1076,1.83 Earths,14,2016
Kepler-167 e,1076,0.231 Jupiters,14,2016
Kepler-1680 b,1021,2.42 Earths,13.693,2020
Kepler-1681 b,2128,7.05 Earths,14.557,2020
Kepler-1682 b,3907,8.7 Earths,15.678,2020
Kepler-1677 b,2451,7.76 Earths,13.644,2020
Kepler-1678 b,2831,10.9 Earths,14.907,2020
Kepler-1679 b,3042,4.93 Earths,15.114,2020
Kepler-167 b,1076,3.24 Earths,14,2014
Kepler-167 c,1076,3.01 Earths,14,2014
Kepler-167 d,1076,1.83 Earths,14,2016
Kepler-167 e,1076,0.231 Jupiters,14,2016
Kepler-1680 b,1021,2.42 Earths,13.693,2020
Kepler-1681 b,2128,7.05 Earths,14.557,2020
Kepler-1682 b,3907,8.7 Earths,15.678,2020
Kepler-1677 b,2451,7.76 Earths,13.644,2020
Kepler-1678 b,2831,10.9 Earths,14.907,2020
Kepler-1679 b,3042,4.93 Earths,15.114,2020
Kepler-167 b,1076,3.24 Earths,14,2014
Kepler-167 c,1076,3.01 Earths,14,2014
Kepler-167 d,1076,1.83 Earths,14,2016
Kepler-167 e,1076,0.231 Jupiters,14,2016
Kepler-1680 b,1021,2.42 Earths,13.693,2020
Kepler-1681 b,2128,7.05 Earths,14.557,2020
Kepler-1682 b,3907,8.7 Earths,15.678,2020
Kepler-1677 b,2451,7.76 Earths,13.644,2020
Kepler-1678 b,2831,10.9 Earths,14.907,2020
Kepler-1679 b,3042,4.93 Earths,15.114,2020
Kepler-167 b,1076,3.24 Earths,14,2014
Kepler-167 c,1076,3.01 Earths,14,2014
Kepler-167 d,1076,1.83 Earths,14,2016
Kepler-167 e,1076,0.231 Jupiters,14,2016
Kepler-1680 b,1021,2.42 Earths,13.693,2020
Kepler-1681 b,2128,7.05 Earths,14.557,2020
Kepler-1682 b,3907,8.7 Earths,15.678,2020
Kepler-1683 b,2442,4.17 Earths,14.843,2020
Kepler-1684 b,2065,8.6 Earths,15.765,2020
Kepler-1685 b,3845,7.16 Earths,15.906,2020
Kepler-1686 b,2432,2.62 Earths,13.752,2020
Kepler-1687 b,1377,3.38 Earths,15.473,2020
Kepler-1688 b,1851,2.13 Earths,13.986,2020
Kepler-1689 b,968,0.799 Earths,12.108,2020
Kepler-168 b,4554,2.73 Earths,14.605,2014
Kepler-168 c,4554,7.7 Earths,14.605,2014
Kepler-1690 b,2343,8.3 Earths,14.642,2020
Kepler-1683 b,2442,4.17 Earths,14.843,2020
Kepler-1684 b,2065,8.6 Earths,15.765,2020
Kepler-1685 b,3845,7.16 Earths,15.906,2020
Kepler-1686 b,2432,2.62 Earths,13.752,2020
Kepler-1687 b,1377,3.38 Earths,15.473,2020
Kepler-1688 b,1851,2.13 Earths,13.986,2020
Kepler-1689 b,968,0.799 Earths,12.108,2020
Kepler-168 b,4554,2.73 Earths,14.605,2014
Kepler-168 c,4554,7.7 Earths,14.605,2014
Kepler-1690 b,2343,8.3 Earths,14.642,2020
Kepler-1683 b,2442,4.17 Earths,14.843,2020
Kepler-1684 b,2065,8.6 Earths,15.765,2020
Kepler-1685 b,3845,7.16 Earths,15.906,2020
Kepler-1686 b,2432,2.62 Earths,13.752,2020
Kepler-1687 b,1377,3.38 Earths,15.473,2020
Kepler-1688 b,1851,2.13 Earths,13.986,2020
Kepler-1689 b,968,0.799 Earths,12.108,2020
Kepler-168 b,4554,2.73 Earths,14.605,2014
Kepler-168 c,4554,7.7 Earths,14.605,2014
Kepler-1690 b,2343,8.3 Earths,14.642,2020
Kepler-1683 b,2442,4.17 Earths,14.843,2020
Kepler-1684 b,2065,8.6 Earths,15.765,2020
Kepler-1685 b,3845,7.16 Earths,15.906,2020
Kepler-1686 b,2432,2.62 Earths,13.752,2020
Kepler-1687 b,1377,3.38 Earths,15.473,2020
Kepler-1688 b,1851,2.13 Earths,13.986,2020
Kepler-1689 b,968,0.799 Earths,12.108,2020
Kepler-168 b,4554,2.73 Earths,14.605,2014
Kepler-168 c,4554,7.7 Earths,14.605,2014
Kepler-1690 b,2343,8.3 Earths,14.642,2020
Kepler-169 c,1342,1.92 Earths,14.162,2014
Kepler-169 d,1342,2.1 Earths,14.162,2014
Kepler-169 e,1342,5.48 Earths,14.162,2014
Kepler-169 f,1342,7.18 Earths,14.162,2014
Kepler-16 b,245,0.333 Jupiters,11.747,2011
Kepler-1700 b,2390,8.76 Earths,13.629,2020
Kepler-1701 b,1938,5.57 Earths,14.55,2020
Kepler-1702 b,2865,3.2 Earths,15.774,2020
Kepler-170 b,2462,0.26 Jupiters,14.347,2014
Kepler-170 c,2462,8.55 Earths,14.347,2014
Kepler-169 c,1342,1.92 Earths,14.162,2014
Kepler-169 d,1342,2.1 Earths,14.162,2014
Kepler-169 e,1342,5.48 Earths,14.162,2014
Kepler-169 f,1342,7.18 Earths,14.162,2014
Kepler-16 b,245,0.333 Jupiters,11.747,2011
Kepler-1700 b,2390,8.76 Earths,13.629,2020
Kepler-1701 b,1938,5.57 Earths,14.55,2020
Kepler-1702 b,2865,3.2 Earths,15.774,2020
Kepler-170 b,2462,0.26 Jupiters,14.347,2014
Kepler-170 c,2462,8.55 Earths,14.347,2014
Kepler-174 c,1269,2.83 Earths,14.286,2014
Kepler-174 d,1269,5.43 Earths,14.286,2014
Kepler-175 b,4447,7.08 Earths,14.911,2014
Kepler-175 c,4447,9.8 Earths,14.911,2014
Kepler-176 b,1746,2.63 Earths,14.545,2014
Kepler-176 c,1746,23 Earths,14.545,2014
Kepler-176 d,1746,15.2 Earths,14.545,2014
Kepler-176 e,1746,2.7 Earths,14.545,2016
Kepler-177 b,4885,5.84 Earths,14.941,2013
Kepler-177 c,4885,14.7 Earths,14.941,2013
Kepler-178 b,2385,8.75 Earths,14.578,2014
Kepler-178 c,2385,8.65 Earths,14.578,2014
Kepler-178 d,2385,14.8 Earths,14.578,2014
Kepler-179 b,2011,3.33 Earths,14.603,2014
Kepler-179 c,2011,4.66 Earths,14.603,2014
Kepler-17 b,2610,2.45 Jupiters,14.131,2011
Kepler-180 b,2315,2.86 Earths,14.325,2014
Kepler-180 c,2315,9.32 Earths,14.325,2014
Kepler-181 b,2023,2.15 Earths,14.714,2014
Kepler-181 c,2023,4.62 Earths,14.714,2014
Kepler-178 b,2385,8.75 Earths,14.578,2014
Kepler-178 c,2385,8.65 Earths,14.578,2014
Kepler-178 d,2385,14.8 Earths,14.578,2014
Kepler-179 b,2011,3.33 Earths,14.603,2014
Kepler-179 c,2011,4.66 Earths,14.603,2014
Kepler-17 b,2610,2.45 Jupiters,14.131,2011
Kepler-180 b,2315,2.86 Earths,14.325,2014
Kepler-180 c,2315,9.32 Earths,14.325,2014
Kepler-181 b,2023,2.15 Earths,14.714,2014
Kepler-181 c,2023,4.62 Earths,14.714,2014
Kepler-178 b,2385,8.75 Earths,14.578,2014
Kepler-178 c,2385,8.65 Earths,14.578,2014
Kepler-178 d,2385,14.8 Earths,14.578,2014
Kepler-179 b,2011,3.33 Earths,14.603,2014
Kepler-179 c,2011,4.66 Earths,14.603,2014
Kepler-17 b,2610,2.45 Jupiters,14.131,2011
Kepler-180 b,2315,2.86 Earths,14.325,2014
Kepler-180 c,2315,9.32 Earths,14.325,2014
Kepler-181 b,2023,2.15 Earths,14.714,2014
Kepler-181 c,2023,4.62 Earths,14.714,2014
Kepler-178 b,2385,8.75 Earths,14.578,2014
Kepler-178 c,2385,8.65 Earths,14.578,2014
Kepler-178 d,2385,14.8 Earths,14.578,2014
Kepler-179 b,2011,3.33 Earths,14.603,2014
Kepler-179 c,2011,4.66 Earths,14.603,2014
Kepler-17 b,2610,2.45 Jupiters,14.131,2011
Kepler-180 b,2315,2.86 Earths,14.325,2014
Kepler-180 c,2315,9.32 Earths,14.325,2014
Kepler-181 b,2023,2.15 Earths,14.714,2014
Kepler-181 c,2023,4.62 Earths,14.714,2014
Kepler-178 b,2385,8.75 Earths,14.578,2014
Kepler-178 c,2385,8.65 Earths,14.578,2014
Kepler-178 d,2385,14.8 Earths,14.578,2014
Kepler-179 b,2011,3.33 Earths,14.603,2014
Kepler-179 c,2011,4.66 Earths,14.603,2014
Kepler-17 b,2610,2.45 Jupiters,14.131,2011
Kepler-180 b,2315,2.86 Earths,14.325,2014
Kepler-180 c,2315,9.32 Earths,14.325,2014
